dt,base_sku_id,buy_uv,view_uv
20250902,SKU1965,246,4501
20251111,SKU4248,82,4501
20251003,SKU5480,164,4501
20251104,SKU3852,82,4501
20250910,SKU529,246,4501
20250912,SKU2851,164,4501
20251022,SKU4467,82,4501
20250929,SKU2975,164,4501
20251126,SKU4313,82,4501
20250920,SKU2805,82,4501
20251113,SKU3373,82,4501
20251013,SKU2357,164,4501
20251008,SKU1939,246,4501
20251123,SKU4720,82,4501
20250922,SKU2943,82,4501
20251001,SKU3613,82,4501
20251011,SKU3952,82,4501
20250908,SKU3639,164,4501
20251112,SKU3749,246,4501
20251008,SKU4062,164,4501
20250918,SKU79,82,4501
20251121,SKU5794,82,4501
20250913,SKU4623,164,4501
20250918,SKU2290,82,4501
20250920,SKU3320,246,4501
20251024,SKU2910,164,4501
20250907,SKU4699,82,4501
20250919,SKU836,246,4501
20251023,SKU2671,246,4501
20251105,SKU4749,164,4501
20251115,SKU3062,328,4501
20251021,SKU3546,164,4501
20251021,SKU2957,82,4501
20251011,SKU3940,328,4501
20251008,SKU834,82,4501
20250911,SKU4578,246,4501
20250902,SKU901,246,4501
20251118,SKU3723,82,4501
20251023,SKU1246,82,4501
20250924,SKU2780,82,4501
20250929,SKU1200,164,4501
20251005,SKU3434,164,4501
20251010,SKU4305,164,4501
20251126,SKU2444,82,4501
20251106,SKU4051,164,4501
20250910,SKU2472,246,4501
20251028,SKU3096,82,4501
20251125,SKU4325,82,4501
20251123,SKU1028,246,4501
20251004,SKU2612,164,4501
20250927,SKU3299,82,4501
20251001,SKU4679,164,4501
20251120,SKU4489,82,4501
20251129,SKU4519,82,4501
20250916,SKU2037,164,4438
20250914,SKU1913,82,4438
20251114,SKU4895,164,4438
20250909,SKU4853,82,4438
20251018,SKU5769,82,4438
20251031,SKU4062,164,4438
20251029,SKU2556,164,4438
20250930,SKU4663,164,4438
20250926,SKU2425,164,4438
20250915,SKU3960,164,4438
20251016,SKU2534,82,4438
20250926,SKU2018,246,4438
20251023,SKU3375,246,4438
20251124,SKU4990,82,4438
20251004,SKU3707,82,4438
20251007,SKU5491,164,4438
20251128,SKU3074,82,4438
20251120,SKU2319,164,4438
20250904,SKU3387,82,4438
20250909,SKU3749,164,4438
20250905,SKU4719,328,4438
20250916,SKU311,164,4438
20251116,SKU4144,164,4438
20251021,SKU1943,246,4438
20251011,SKU3703,164,4438
20251104,SKU5300,82,4438
20250928,SKU2415,246,4438
20250930,SKU493,328,4438
20251025,SKU4398,82,4438
20250927,SKU5501,82,4438
20251121,SKU3614,82,4438
20250902,SKU2198,246,4438
20251009,SKU4514,164,4438
20251125,SKU2472,246,4438
20251011,SKU2996,82,4438
20251016,SKU1363,164,4438
20250902,SKU2407,164,4438
20250902,SKU4777,164,4438
20250907,SKU3927,82,4438
20251022,SKU2051,82,4438
20250912,SKU4199,246,4438
20251119,SKU4065,82,4438
20250904,SKU3961,164,4438
20250913,SKU4264,246,4438
20251128,SKU1721,164,4438
20251107,SKU3830,82,4438
20251017,SKU5510,82,4438
20251120,SKU4464,82,4438
20250910,SKU5439,246,4438
20250909,SKU1474,82,4438
20251116,SKU4312,82,4438
20251018,SKU4934,82,4438
20251129,SKU3684,82,4438
20251014,SKU2144,164,4438
20250926,SKU2065,328,4438
20251124,SKU4330,82,4438
20251124,SKU2814,82,4438
20250907,SKU4493,164,4438
20251110,SKU5832,82,4438
20250915,SKU2403,164,4438
20250904,SKU3797,82,4438
20251105,SKU3465,82,4438
20251002,SKU4823,82,4438
20251119,SKU2472,164,4438
20251125,SKU2453,82,4438
20251125,SKU1035,164,4438
20251113,SKU4423,82,4438
20250925,SKU3037,246,4438
20251027,SKU3927,82,4438
20251104,SKU5223,164,4438
20250926,SKU1281,82,4438
20251016,SKU3878,246,4438
20250911,SKU4656,164,4438
20250925,SKU4600,164,4438
20250924,SKU3545,82,4438
20250908,SKU3007,164,4438
20251111,SKU5235,82,4438
20251030,SKU3885,82,4438
20251010,SKU5375,328,4438
20251005,SKU3715,164,4438
20250926,SKU1385,82,4438
20251129,SKU4041,328,4438
20250920,SKU2466,246,4438
20251008,SKU2594,246,4438
20251012,SKU2015,82,4438
20251003,SKU2937,246,4438
20250902,SKU3097,246,4438
20251011,SKU2899,328,4438
20251001,SKU825,328,4438
20251024,SKU4793,82,4438
20250911,SKU1413,164,4438
20251023,SKU863,164,4438
20250918,SKU1896,328,4438
20251103,SKU2299,82,4438
20250913,SKU4158,164,4438
20250918,SKU1747,164,4438
20250930,SKU3526,82,4438
20251012,SKU3173,164,4438
20250912,SKU3990,82,4438
20251018,SKU3016,82,4438
20251124,SKU3756,82,4438
20251012,SKU3623,164,4438
20250926,SKU4792,246,4438
20251112,SKU2019,82,4438
20250905,SKU4048,328,4438
20250922,SKU4377,164,4438
20251026,SKU4029,82,4438
20250901,SKU2435,82,4375
20251112,SKU4774,164,4375
20251031,SKU5542,82,4375
20250905,SKU2495,164,4375
20251010,SKU2308,164,4375
20251022,SKU3887,246,4375
20250913,SKU3246,82,4375
20251102,SKU3328,164,4375
20251011,SKU4098,82,4375
20251023,SKU2987,164,4375
20250901,SKU5160,246,4375
20250904,SKU2542,82,4375
20250930,SKU2966,164,4375
20251130,SKU1646,82,4375
20251030,SKU3603,82,4375
20251026,SKU4884,82,4375
20250925,SKU5012,82,4375
20251103,SKU3202,82,4375
20251003,SKU4739,82,4375
20250918,SKU3663,164,4375
20251125,SKU2479,82,4375
20251124,SKU4157,82,4375
20251008,SKU4958,82,4375
20251101,SKU2757,82,4375
20251002,SKU1084,164,4375
20250925,SKU4256,164,4375
20251018,SKU4813,82,4375
20250930,SKU4732,164,4375
20250917,SKU3491,246,4375
20251116,SKU2995,82,4375
20250910,SKU4481,82,4375
20250905,SKU961,246,4375
20251017,SKU3535,164,4375
20250909,SKU4768,164,4375
20251014,SKU4749,82,4375
20250917,SKU1791,164,4375
20251019,SKU3512,82,4375
20250910,SKU2719,164,4375
20251009,SKU1143,328,4375
20251018,SKU4081,82,4375
20251107,SKU5601,164,4375
20251103,SKU40,82,4375
20250919,SKU3060,164,4375
20250915,SKU2845,82,4375
20251009,SKU2300,164,4375
20250901,SKU3124,246,4375
20250907,SKU3791,82,4375
20251015,SKU1290,164,4375
20251008,SKU4246,82,4375
20251106,SKU5442,246,4375
20251127,SKU964,82,4375
20251021,SKU2435,164,4375
20251013,SKU3842,82,4375
20251010,SKU3974,164,4375
20250918,SKU1277,164,4375
20251002,SKU2231,328,4375
20250916,SKU3823,82,4375
20251020,SKU301,328,4375
20251002,SKU2827,82,4375
20250928,SKU2879,164,4375
20251029,SKU3654,82,4375
20250914,SKU3920,164,4375
20251128,SKU1993,82,4375
20250911,SKU4236,82,4375
20251118,SKU1189,82,4375
20250907,SKU3637,164,4375
20251024,SKU4959,164,4375
20251124,SKU4143,164,4375
20251016,SKU3690,246,4375
20251013,SKU1418,410,4375
20251005,SKU4391,164,4375
20251003,SKU1758,246,4375
20250909,SKU299,328,4375
20251010,SKU1418,328,4375
20250903,SKU4436,164,4375
20251126,SKU1582,246,4375
20251127,SKU1129,164,4375
20251116,SKU2856,82,4375
20251128,SKU4976,82,4375
20250912,SKU4962,164,4375
20251116,SKU3673,82,4375
20250917,SKU2015,164,4375
20251025,SKU2598,82,4375
20250903,SKU40,246,4375
20251002,SKU3574,246,4375
20250922,SKU4779,82,4375
20250928,SKU2624,164,4375
20250915,SKU5186,82,4375
20250929,SKU4268,246,4375
20250908,SKU4510,246,4375
20251124,SKU3652,164,4375
20251123,SKU3139,82,4375
20250914,SKU1485,164,4375
20250903,SKU2604,82,4375
20250905,SKU2731,82,4375
20250905,SKU3106,246,4375
20250905,SKU2999,82,4375
20250903,SKU2651,164,4375
20250911,SKU2778,164,4375
20251122,SKU1830,82,4375
20250915,SKU2673,164,4375
20251127,SKU5812,82,4375
20250910,SKU4577,82,4375
20250914,SKU5061,164,4375
20251114,SKU3192,246,4375
20251116,SKU4029,82,4375
20250902,SKU4383,164,4375
20251128,SKU4284,82,4375
20251114,SKU3689,82,4375
20251129,SKU4807,246,4375
20250924,SKU3259,82,4375
20250907,SKU4412,164,4375
20250912,SKU459,82,4311
20251118,SKU5305,82,4311
20251031,SKU3691,82,4311
20250921,SKU1213,82,4311
20250929,SKU4766,164,4311
20251031,SKU3799,82,4311
20251010,SKU4259,82,4311
20251001,SKU4155,82,4311
20251114,SKU4400,82,4311
20251020,SKU4911,82,4311
20250924,SKU4020,164,4311
20250923,SKU5678,82,4311
20251003,SKU3740,164,4311
20251003,SKU2447,164,4311
20251116,SKU4590,82,4311
20251014,SKU3800,82,4311
20250908,SKU1370,82,4311
20251108,SKU3970,82,4311
20251107,SKU32,246,4311
20251114,SKU4991,82,4311
20251029,SKU3171,82,4311
20250909,SKU4593,246,4311
20250915,SKU1936,82,4311
20250911,SKU2188,246,4311
20251022,SKU4033,82,4311
20251108,SKU4907,82,4311
20251031,SKU5673,82,4311
20251118,SKU2265,82,4311
20250904,SKU2916,82,4311
20251006,SKU3848,82,4311
20251025,SKU2321,82,4311
20250910,SKU1884,82,4311
20251111,SKU2569,82,4311
20251017,SKU3828,164,4311
20250901,SKU3782,246,4311
20251005,SKU4706,82,4311
20251006,SKU3198,82,4311
20250907,SKU4719,328,4311
20250928,SKU2374,246,4311
20251028,SKU3798,164,4311
20250928,SKU2499,328,4311
20251030,SKU1121,82,4311
20251127,SKU2444,82,4311
20251009,SKU3192,164,4311
20251023,SKU61,164,4311
20250905,SKU5864,164,4311
20251009,SKU1414,82,4311
20251005,SKU2928,82,4311
20250901,SKU4079,82,4311
20250915,SKU943,328,4311
20251106,SKU2001,164,4311
20251122,SKU3674,164,4311
20251010,SKU2398,328,4311
20251115,SKU5346,164,4311
20250919,SKU5576,164,4311
20251116,SKU3898,164,4311
20250911,SKU3948,164,4311
20250905,SKU2719,246,4311
20250901,SKU5728,82,4311
20251026,SKU3202,164,4311
20251016,SKU2982,82,4311
20250923,SKU4789,164,4311
20251019,SKU1280,164,4311
20250927,SKU3805,164,4311
20251124,SKU5221,82,4311
20250920,SKU1805,82,4311
20250925,SKU3382,246,4311
20251125,SKU1900,164,4311
20251003,SKU3430,328,4311
20251128,SKU5465,493,4311
20251123,SKU3548,82,4311
20251116,SKU5328,164,4311
20251028,SKU2493,82,4311
20250920,SKU4884,164,4311
20251126,SKU918,82,4311
20250923,SKU3126,82,4311
20251002,SKU3199,164,4311
20251104,SKU5279,164,4311
20251010,SKU3844,164,4311
20250917,SKU5282,246,4311
20250910,SKU2548,328,4311
20250906,SKU3936,246,4311
20251107,SKU3558,82,4311
20250921,SKU3498,164,4311
20251106,SKU4423,82,4311
20251022,SKU2903,164,4311
20251011,SKU2826,164,4311
20251126,SKU2428,246,4311
20251122,SKU4238,164,4311
20251107,SKU1450,82,4311
20251112,SKU970,82,4248
20251105,SKU3378,82,4248
20251123,SKU4669,164,4248
20250922,SKU2996,82,4248
20250909,SKU793,82,4248
20250916,SKU3267,328,4248
20251120,SKU2207,164,4248
20250904,SKU1403,164,4248
20250909,SKU2283,164,4248
20251011,SKU5305,82,4248
20251019,SKU1004,164,4248
20250907,SKU2871,82,4248
20250915,SKU3919,82,4248
20250908,SKU3501,410,4248
20250924,SKU3331,82,4248
20251029,SKU3568,82,4248
20251102,SKU3087,82,4248
20251121,SKU3804,82,4248
20251127,SKU2900,82,4248
20251116,SKU5048,164,4248
20250910,SKU5356,164,4248
20250902,SKU2899,246,4248
20251024,SKU3392,82,4248
20251122,SKU5660,82,4248
20251111,SKU5849,164,4248
20250910,SKU3878,246,4248
20251120,SKU3803,164,4248
20250925,SKU1472,164,4248
20251011,SKU3996,82,4248
20251106,SKU3830,82,4248
20250919,SKU4619,82,4248
20251125,SKU5340,82,4248
20251016,SKU1604,246,4248
20250916,SKU699,164,4248
20251128,SKU3780,82,4248
20251101,SKU3637,82,4248
20251106,SKU4545,82,4248
20251004,SKU5526,82,4248
20251022,SKU4798,82,4248
20251021,SKU4374,164,4248
20250919,SKU5037,82,4248
20251121,SKU4479,82,4248
20251028,SKU5700,82,4248
20251016,SKU493,328,4248
20251116,SKU1476,82,4248
20251124,SKU4480,246,4248
20251128,SKU4744,82,4248
20251002,SKU3299,164,4248
20251024,SKU4451,246,4248
20250903,SKU572,82,4248
20250929,SKU2257,246,4248
20251109,SKU4079,82,4248
20250923,SKU1838,246,4248
20251027,SKU1028,82,4248
20251013,SKU5200,82,4248
20251003,SKU4181,164,4248
20251008,SKU4289,246,4248
20251105,SKU1226,82,4248
20250905,SKU2318,164,4248
20251019,SKU1770,82,4248
20250925,SKU3345,82,4248
20251009,SKU5237,82,4248
20251014,SKU893,164,4248
20251006,SKU4397,164,4248
20251128,SKU4852,82,4248
20250917,SKU4866,246,4248
20251007,SKU968,246,4248
20250902,SKU4370,164,4248
20250904,SKU962,164,4248
20251113,SKU4489,82,4248
20251018,SKU3629,246,4248
20250919,SKU3803,328,4248
20251010,SKU5114,82,4248
20251105,SKU5126,82,4248
20251025,SKU2355,82,4248
20250930,SKU2292,164,4248
20250919,SKU3179,164,4248
20251028,SKU4437,164,4248
20251115,SKU3367,82,4248
20251110,SKU3495,82,4248
20250929,SKU3543,246,4248
20251112,SKU3674,82,4248
20251019,SKU2741,82,4248
20251004,SKU2715,82,4248
20251001,SKU3543,246,4248
20251116,SKU2646,164,4248
20251113,SKU3375,246,4248
20251008,SKU4778,164,4248
20251111,SKU4486,82,4248
20250918,SKU3975,246,4248
20251002,SKU1117,246,4248
20251030,SKU3111,82,4248
20250930,SKU4160,246,4248
20250921,SKU2562,164,4248
20250904,SKU3341,164,4248
20250907,SKU5425,82,4248
20250916,SKU3883,328,4248
20250908,SKU5587,164,4248
20251130,SKU4547,164,4248
20251113,SKU2334,82,4248
20251118,SKU4692,82,4248
20251019,SKU1441,246,4248
20251028,SKU3361,164,4248
20250905,SKU2218,246,4248
20250901,SKU5451,164,4248
20251004,SKU3634,246,4248
20250907,SKU3438,82,4248
20251022,SKU4840,164,4248
20251007,SKU4175,82,4248
20250928,SKU594,82,4248
20251004,SKU1614,328,4248
20251001,SKU398,493,4248
20251003,SKU2477,82,4248
20250910,SKU203,82,4248
20251005,SKU3730,246,4248
20251026,SKU3573,82,4248
20251124,SKU4436,82,4248
20251113,SKU1435,164,4248
20251001,SKU3967,82,4248
20251029,SKU2864,246,4184
20251023,SKU4047,82,4184
20251121,SKU2674,82,4184
20250918,SKU1711,246,4184
20251029,SKU5282,82,4184
20250921,SKU649,82,4184
20251001,SKU3594,164,4184
20250919,SKU5273,82,4184
20251127,SKU3151,82,4184
20251102,SKU4071,82,4184
20250902,SKU4034,82,4184
20250905,SKU3986,82,4184
20250930,SKU909,82,4184
20251125,SKU5686,410,4184
20251008,SKU3717,82,4184
20250908,SKU2189,82,4184
20251013,SKU4672,82,4184
20251027,SKU1275,82,4184
20250904,SKU2019,82,4184
20251027,SKU2257,82,4184
20250913,SKU2017,246,4184
20251105,SKU4000,82,4184
20250913,SKU2968,164,4184
20251008,SKU3900,164,4184
20251103,SKU4008,246,4184
20250914,SKU4143,246,4184
20250905,SKU5302,82,4184
20251026,SKU3503,82,4184
20251003,SKU4794,328,4184
20251002,SKU3832,82,4184
20251011,SKU4196,164,4184
20251012,SKU2786,82,4184
20251001,SKU2197,246,4184
20251106,SKU2687,82,4184
20251114,SKU4808,82,4184
20250903,SKU3978,82,4184
20251024,SKU2685,82,4184
20250908,SKU4007,82,4184
20251031,SKU4210,82,4184
20251015,SKU3351,164,4184
20251018,SKU2622,82,4184
20250918,SKU4181,164,4184
20251111,SKU4355,246,4184
20251126,SKU4480,246,4184
20250928,SKU2061,82,4184
20251003,SKU3508,657,4184
20250917,SKU3952,164,4184
20251118,SKU4230,82,4184
20251004,SKU4241,328,4184
20251106,SKU4852,164,4184
20251013,SKU5476,164,4184
20250908,SKU1711,164,4184
20251023,SKU4471,82,4184
20251007,SKU4295,246,4184
20250909,SKU2217,246,4184
20251020,SKU3543,164,4184
20251108,SKU2104,82,4184
20251114,SKU5144,164,4184
20251129,SKU2760,82,4184
20251120,SKU1947,82,4184
20251014,SKU3951,246,4184
20251107,SKU4793,82,4184
20250930,SKU2913,82,4184
20251026,SKU4766,164,4184
20251129,SKU3069,82,4184
20251029,SKU3151,164,4184
20251120,SKU4182,164,4184
20250908,SKU2665,164,4184
20251023,SKU4335,82,4184
20251031,SKU4645,82,4184
20251003,SKU4330,164,4184
20251023,SKU3373,82,4184
20251113,SKU3190,82,4184
20251017,SKU529,164,4184
20250912,SKU1751,82,4184
20251121,SKU3331,82,4184
20251022,SKU3996,164,4184
20251007,SKU3520,246,4184
20251013,SKU3466,246,4184
20251127,SKU3776,82,4184
20250930,SKU5734,82,4184
20251026,SKU1936,82,4184
20251105,SKU2466,246,4184
20251022,SKU5673,164,4184
20251007,SKU4262,82,4184
20251109,SKU4739,82,4184
20251005,SKU1768,82,4184
20250915,SKU851,164,4184
20251010,SKU2651,82,4184
20251102,SKU5144,82,4184
20250919,SKU5600,82,4184
20251120,SKU3523,82,4184
20251006,SKU2094,246,4184
20251108,SKU5077,82,4184
20251019,SKU3351,164,4184
20251026,SKU2378,82,4184
20250904,SKU5542,164,4184
20251114,SKU711,82,4184
20250919,SKU5405,82,4184
20251114,SKU1646,82,4184
20251004,SKU3841,82,4184
20251014,SKU2591,82,4121
20250910,SKU4396,82,4121
20251126,SKU4033,164,4121
20250913,SKU3066,164,4121
20250928,SKU1957,82,4121
20250921,SKU3075,246,4121
20250924,SKU2059,246,4121
20251120,SKU4208,164,4121
20251116,SKU4026,328,4121
20251126,SKU4408,246,4121
20250908,SKU5506,246,4121
20250908,SKU1213,82,4121
20250924,SKU2263,246,4121
20251123,SKU3934,82,4121
20250920,SKU3931,164,4121
20250915,SKU3401,82,4121
20250902,SKU699,328,4121
20251129,SKU2368,164,4121
20251028,SKU3535,82,4121
20251112,SKU3974,82,4121
20250906,SKU5272,82,4121
20250913,SKU4014,164,4121
20251107,SKU2494,82,4121
20250906,SKU4494,82,4121
20251005,SKU2254,82,4121
20251017,SKU4298,164,4121
20251012,SKU3940,164,4121
20250904,SKU746,164,4121
20250918,SKU2870,164,4121
20251012,SKU529,246,4121
20251024,SKU5388,82,4121
20251129,SKU3025,82,4121
20250905,SKU4252,82,4121
20250916,SKU1479,82,4121
20251115,SKU32,82,4121
20251019,SKU5024,164,4121
20251106,SKU3759,82,4121
20251105,SKU5328,164,4121
20251106,SKU1957,82,4121
20250907,SKU3817,82,4121
20250911,SKU4451,82,4121
20250920,SKU3496,82,4121
20251022,SKU4451,246,4121
20251124,SKU4047,82,4121
20250930,SKU3226,82,4121
20250909,SKU3967,164,4121
20251125,SKU5336,82,4121
20251009,SKU4456,82,4121
20250905,SKU3315,493,4121
20250924,SKU3798,164,4121
20251126,SKU4059,82,4121
20251029,SKU4514,82,4121
20251118,SKU560,246,4121
20251105,SKU2197,164,4121
20251108,SKU5449,82,4121
20251019,SKU3809,246,4121
20250926,SKU4027,246,4121
20250911,SKU5290,82,4121
20250901,SKU2156,82,4121
20251114,SKU2420,82,4121
20251024,SKU2244,82,4121
20251005,SKU3400,82,4121
20250908,SKU5207,164,4121
20250908,SKU2612,164,4121
20250930,SKU519,246,4121
20251009,SKU2565,246,4121
20251103,SKU2889,164,4121
20251001,SKU3371,82,4121
20250925,SKU5386,82,4121
20251011,SKU3453,82,4121
20251106,SKU1327,164,4121
20250906,SKU2146,82,4121
20250926,SKU3188,164,4121
20251031,SKU3670,82,4121
20251007,SKU4305,164,4121
20251006,SKU3148,328,4121
20250915,SKU4854,82,4121
20250906,SKU340,82,4121
20250915,SKU4247,164,4121
20251013,SKU3046,82,4121
20251123,SKU5757,82,4121
20250922,SKU4259,164,4121
20250901,SKU1880,164,4121
20250912,SKU5730,164,4121
20251116,SKU867,82,4121
20251018,SKU3376,82,4121
20251113,SKU4335,82,4121
20250908,SKU936,164,4121
20251015,SKU5425,82,4121
20251015,SKU3873,82,4121
20250924,SKU4866,82,4121
20251021,SKU3556,82,4121
20250907,SKU2786,82,4121
20251108,SKU4469,82,4121
20251115,SKU5717,82,4121
20250921,SKU3337,164,4121
20251016,SKU2593,493,4121
20250910,SKU4537,328,4121
20250930,SKU5265,82,4121
20251127,SKU4712,164,4121
20251021,SKU4524,164,4121
20250910,SKU3335,164,4058
20250916,SKU3150,82,4058
20250915,SKU459,164,4058
20251003,SKU3800,82,4058
20250911,SKU4657,164,4058
20251018,SKU2479,82,4058
20251007,SKU5365,164,4058
20251014,SKU5114,82,4058
20251014,SKU4341,82,4058
20250902,SKU4661,164,4058
20250922,SKU4755,82,4058
20250930,SKU2059,246,4058
20251120,SKU4000,82,4058
20250908,SKU1676,164,4058
20250926,SKU1017,82,4058
20251008,SKU4591,82,4058
20251123,SKU2048,82,4058
20251016,SKU1259,164,4058
20250918,SKU4257,82,4058
20251010,SKU3699,82,4058
20251006,SKU3552,246,4058
20250914,SKU4468,164,4058
20251103,SKU4710,82,4058
20250929,SKU3958,164,4058
20251013,SKU4888,246,4058
20251017,SKU2462,246,4058
20250907,SKU5027,164,4058
20251125,SKU4471,82,4058
20251105,SKU4248,164,4058
20250925,SKU595,246,4058
20251106,SKU5093,82,4058
20250925,SKU5425,82,4058
20251110,SKU4964,164,4058
20251023,SKU4888,328,4058
20250920,SKU5200,82,4058
20251002,SKU1345,82,4058
20251010,SKU3113,82,4058
20251012,SKU4137,164,4058
20251106,SKU1684,82,4058
20251015,SKU4601,82,4058
20251010,SKU2067,82,4058
20251003,SKU2177,82,4058
20250924,SKU4903,164,4058
20251010,SKU4135,164,4058
20250919,SKU2346,164,4058
20250913,SKU5251,246,4058
20251114,SKU1117,82,4058
20251009,SKU1926,82,4058
20251005,SKU5146,164,4058
20251030,SKU5460,82,4058
20251106,SKU3708,82,4058
20251009,SKU505,164,4058
20251109,SKU1646,82,4058
20251021,SKU3076,164,4058
20251021,SKU2427,82,4058
20250926,SKU1844,82,4058
20251105,SKU5200,82,4058
20250930,SKU1143,164,4058
20251015,SKU4059,82,4058
20251101,SKU3083,164,4058
20251003,SKU493,328,4058
20250914,SKU2810,164,4058
20251124,SKU4000,164,4058
20250907,SKU4334,246,4058
20250930,SKU4193,246,4058
20251011,SKU3603,164,4058
20251112,SKU683,164,4058
20250928,SKU4303,164,4058
20251114,SKU4199,82,4058
20251007,SKU4699,246,4058
20251018,SKU644,246,4058
20251102,SKU5171,82,4058
20251129,SKU5801,82,4058
20251004,SKU932,164,4058
20251008,SKU3982,164,4058
20251102,SKU4367,82,4058
20250920,SKU4030,246,4058
20250914,SKU1713,164,4058
20251126,SKU3934,82,4058
20251003,SKU3022,246,4058
20251121,SKU574,164,4058
20251114,SKU4056,82,4058
20250920,SKU3454,82,4058
20250913,SKU1647,246,4058
20250922,SKU3018,82,4058
20251010,SKU3297,82,4058
20251104,SKU5026,82,4058
20251009,SKU4610,246,4058
20250902,SKU4313,164,4058
20251031,SKU4284,164,4058
20251014,SKU3746,164,4058
20251120,SKU3016,82,4058
20250912,SKU880,164,4058
20250914,SKU3484,246,4058
20251007,SKU3685,328,4058
20251015,SKU2146,164,4058
20251107,SKU5303,82,4058
20251008,SKU4171,82,4058
20250910,SKU3840,82,4058
20251006,SKU2987,164,4058
20250908,SKU1767,164,4058
20250924,SKU806,246,4058
20251130,SKU3918,82,3994
20251012,SKU4302,82,3994
20250918,SKU1964,246,3994
20250902,SKU4891,246,3994
20251106,SKU3597,164,3994
20250921,SKU4079,82,3994
20251007,SKU4579,164,3994
20251019,SKU4400,82,3994
20251103,SKU4980,82,3994
20250929,SKU2879,164,3994
20251003,SKU4042,164,3994
20251120,SKU4669,164,3994
20251001,SKU2440,82,3994
20251005,SKU2049,82,3994
20251031,SKU1842,82,3994
20251007,SKU3757,164,3994
20251030,SKU1331,82,3994
20251024,SKU2090,82,3994
20251129,SKU3281,82,3994
20250919,SKU2059,246,3994
20251122,SKU5367,82,3994
20251110,SKU4820,164,3994
20251102,SKU4562,82,3994
20250910,SKU1455,82,3994
20251008,SKU2868,246,3994
20251014,SKU1674,82,3994
20251003,SKU4491,82,3994
20251006,SKU5126,164,3994
20250925,SKU3075,82,3994
20251001,SKU3535,328,3994
20250912,SKU2440,82,3994
20250930,SKU5425,82,3994
20250912,SKU851,246,3994
20250917,SKU5257,164,3994
20251009,SKU2751,82,3994
20251006,SKU3125,246,3994
20251029,SKU1579,164,3994
20251011,SKU2536,82,3994
20251001,SKU2553,164,3994
20250917,SKU1477,82,3994
20251016,SKU3498,82,3994
20251017,SKU4865,164,3994
20250912,SKU1671,82,3994
20251004,SKU4826,82,3994
20251109,SKU3962,164,3994
20250902,SKU5560,82,3994
20250924,SKU3673,164,3994
20250913,SKU3543,164,3994
20251013,SKU3958,82,3994
20251129,SKU1606,164,3994
20250921,SKU3953,246,3994
20250904,SKU1608,164,3994
20251129,SKU3202,82,3994
20250909,SKU4143,82,3994
20250909,SKU4391,164,3994
20251023,SKU2001,164,3994
20251104,SKU5051,82,3994
20250911,SKU3692,164,3994
20250913,SKU1373,82,3994
20251105,SKU4440,82,3994
20251002,SKU880,246,3994
20250928,SKU3933,164,3994
20251005,SKU5186,246,3994
20251105,SKU4831,82,3994
20251109,SKU3565,164,3994
20251126,SKU5008,328,3994
20251010,SKU3722,82,3994
20250910,SKU5334,246,3994
20250912,SKU1047,82,3994
20250924,SKU1625,82,3994
20251009,SKU4396,164,3994
20251007,SKU4937,82,3994
20250910,SKU4061,164,3994
20251114,SKU1035,164,3994
20251012,SKU3513,164,3994
20250904,SKU2048,82,3994
20250915,SKU3600,82,3994
20251016,SKU3046,246,3994
20250927,SKU3813,164,3994
20251119,SKU4982,82,3994
20251020,SKU5367,164,3994
20250927,SKU3777,164,3994
20250925,SKU4778,246,3931
20251103,SKU4579,164,3931
20250907,SKU4204,82,3931
20250906,SKU2664,164,3931
20251011,SKU3763,328,3931
20251001,SKU4786,82,3931
20250919,SKU2254,246,3931
20251128,SKU5078,82,3931
20251010,SKU4843,82,3931
20251011,SKU4338,164,3931
20250908,SKU2435,246,3931
20250914,SKU3286,164,3931
20251003,SKU3007,82,3931
20250903,SKU5384,246,3931
20251013,SKU3761,164,3931
20251105,SKU2497,164,3931
20251007,SKU4554,164,3931
20250909,SKU2459,82,3931
20251120,SKU2064,82,3931
20251009,SKU1080,164,3931
20250921,SKU5304,164,3931
20251024,SKU2438,82,3931
20251123,SKU4059,164,3931
20250909,SKU1467,328,3931
20251113,SKU3354,164,3931
20250917,SKU833,164,3931
20250930,SKU3715,82,3931
20250918,SKU5121,82,3931
20251003,SKU2428,164,3931
20250924,SKU2038,164,3931
20251010,SKU2719,164,3931
20251002,SKU3681,164,3931
20250925,SKU3685,164,3931
20250911,SKU744,164,3931
20251101,SKU8,82,3931
20250922,SKU1583,82,3931
20250921,SKU2374,164,3931
20251104,SKU4557,164,3931
20251029,SKU93,82,3931
20250930,SKU4682,82,3931
20251019,SKU3554,246,3931
20251110,SKU1117,82,3931
20250908,SKU2468,82,3931
20250906,SKU1434,82,3931
20250929,SKU4097,246,3931
20250927,SKU672,328,3931
20250912,SKU4412,164,3931
20251116,SKU4754,82,3931
20250917,SKU5070,164,3931
20250926,SKU622,164,3931
20250928,SKU4164,164,3931
20251007,SKU3972,164,3931
20251009,SKU2378,164,3931
20251029,SKU2017,82,3931
20251113,SKU4086,82,3931
20250921,SKU1595,82,3931
20250906,SKU2616,82,3931
20250912,SKU2612,82,3931
20250914,SKU553,164,3931
20251005,SKU4223,164,3931
20251011,SKU2685,246,3931
20251031,SKU4441,82,3931
20250930,SKU2018,164,3931
20251009,SKU3533,164,3931
20251019,SKU2254,164,3931
20251117,SKU2398,164,3931
20250901,SKU4925,246,3931
20251021,SKU3637,164,3931
